uen,hdb_registration_no,company_name,address,postal_code,email_address,contact_no
38314500K ,HB-02-0733B    ,HOMETOWN DESIGN & BUILD                                                                             ,4001 DEPOT LANE # 04-04 DEPOT LANE INDUSTRIAL ESTATE,109755,HOMETOWNDESIGN.1987@GMAIL.COM                     ,68932625
31145500W ,HB-02-0737F    ,SIAN HOWE BUILDING MATERIALS                                                                        ,620 Woodlands Drive 52 # 03-82 ,730620,TEO_HUILI@YAHOO.COM                               ,63653536
35278500D ,HB-02-0764F    ,ROGER INTERIOR RENOVATION                                                                           ,632 BEDOK RESERVOIR ROAD # 01-860 ,470632,ROGERTAN56@YAHOO.COM                              ,64444426
34562000C ,HB-02-0797E    ,"L ""N"" M INTERIORS                                                                                   ",33 Terrasse Lane # 01-73 ,544780,LNMINTERIORS@YMAIL.COM                            ,62863139
24856100J ,HB-02-0860E    ,UNIROYAL CONTRACT SERVICE                                                                           ,38 TAGORE LANE # - ,787488,RICHARD@UNIROYALCONTRACT.COM                      ,63854490
43093300B ,HB-02-1930B    ,KS WEE INTERIOR RENOVATION                                                                          ,47 LENTOR PLAIN # - ,786549,KSWEEINT@SINGNET.COM.SG                           ,64568642
198600962H,HB-02-1934F    ,G S E TRADING PTE LTD                                                                               ,21 WOODLANDS IND PK E1 # 02-03 ,757720,WESLEY_TRADING@HOTMAIL.COM                        ,68947556
38447500X ,HB-02-1935Z    ,KAU SIANG RENOVATION                                                                                ,703 BEDOK RESERVOIR ROAD # 01-3510 ,470703,KAUSIANG@GMAIL.COM                                ,64472330
22462100M ,HB-02-2023C    ,SAM HUP ENGINEERING & RENOVATION CONTRACTOR                                                         ,3016 BEDOK NORTH AVE 4 # 06-30 EASTECH,489947,DAPHNEANG7@HOTMAIL.COM                            ,64493209
199000099R,HB-02-2026A    ,NAWARE MARKETING PTE. LTD.                                                                          ,3014 UBI RD 1 # 04-310 ,408702,RANDY@NAWARE.COM.SG                               ,67412717
200001045Z,HB-02-2027D    ,TONG NEE CONTRACTORS PTE LTD                                                                        ,21 BUKIT BATOK CRESCENT # 21-76 WCEGA TOWER,658065,IDWORKS@GMAIL.COM                                 ,63103730
34105100D ,HB-02-2028G    ,FIVE LAKES GENERAL CONTRACTOR                                                                       ,9002 TAMPINES ST 93 # 04-16 ,528836,LEEKAMKWOK81@GMAIL.COM                            ,67832672
198403708K,HB-02-2029B    ,DESIGN BRIGHTWAY ENTERPRISES PTE LTD                                                                ,271 Bishan Street 24 # 10-214 hdb,570271,DESIGNBRIGHTWAY1984@YAHOO.COM.SG                  ,65543590
201012346N,HB-02-2087F    ,LIAN HOE DECOR PTE. LTD.                                                                            ,21 BUKIT BATOK CRESCENT # 03-73 WCEGA TOWER,658065,DESIGN@LIANHOEDECOR.COM.SG                        ,62762023
45905700J ,HB-02-2090D    ,ACCEPT GENERAL CONTRACTOR                                                                           ,313D ANCHORVALE ROAD # 10-138 ,544313,ACCEPTGENERAL@YAHOO.COM.SG                        ,63155260
49549500W ,HB-02-2162D    ,YONG PING RENOVATION CONSTRUCTION                                                                   ,517 BEDOK NORTH AVE 2 # 10-133 ,460517,YONGPINGRENO@YAHOO.COM.SG                         ,64450498
47912000E ,HB-02-2260A    ,WEI QUAN INTERIOR RENOVATION                                                                        ,460 UPPER SERANGOON ROAD # - ,534493,WQROSE1993@YAHOO.COM.SG                           ,62816698
49693600W ,HB-02-2261D    ,IMPRESS 21 DESIGN AND BUILD                                                                         ,108 HOUGANG AVE 1 # 01-1269 ,530108,IMPRESS21HENRY@GMAIL.COM                          ,62821987
47424700K ,HB-02-2262G    ,KWANG MENG RENOVATION & ENTERPRISE                                                                  ,460 Upper Serangoon Road # - ,534493,TECKCHAIANG123@GMAIL.COM                          ,97815541
49584100E ,HB-02-2264E    ,HOME TRENZ DESIGN                                                                                   ,845 GEYLANG ROAD # 03-20 TANJONG KATONG CPLX,400845,HOMETRENZ@GMAIL.COM                               ,68467697
199409117H,HB-02-2265H    ,KIAN SUN METAL CONTRACTOR PTE LTD                                                                   ,3013 BEDOK INDUSTRIAL PARK E # 01-2114 ,489979,KIANSUN@HOTMAIL.COM                               ,64410950
22807200W ,HB-02-2266C    ,HONG ENG ELECTRICAL & PLUMBING SERVICE                                                              ,37 DEFU LANE 10 # 01-47 ,539214,HONG_ENG2003@YAHOO.COM.SG                         ,62850224
200303382E,HB-02-2398B    ,LIMMAX I.D. PTE LTD                                                                                 ,2 JURONG EAST ST 21 # 02-145 IMM BUILDING,609601,LIMMAXID@YAHOO.COM.SG                             ,65670087
199902975D,HB-02-2422A    ,D'EMIL INTERIORS PTE LTD                                                                            ,24 MOHAMED SULTAN RD # - ,239012,SERENA.YONG@GFAGLOBAL.COM                         ,65622112
201102675K,HB-02-2423D    ,KAU SHENG ALUMINIUM INTERIOR DESIGN PTE. LTD.                                                       ,3013 BEDOK IND PK E # 01-2122 ,489979,KAUSHENGALUM@HOTMAIL.COM                          ,64410950
48686000X ,HB-02-2424G    ,CHIN LEONG ALUMINIUM & IRON WORK                                                                    ,1013 GEYLANG EAST AVENUE 3 # 02-106 ,389728,CHINLEONG1983@HOTMAIL.COM                         ,67472601
41363000E ,HB-02-2425B    ,CHYE SIN HENG ENGINEERING ALUMINIUM WORKS                                                           ,3015 UBI RD 1 # 02-252 ,408704,CSH3015@HOTMAIL.COM                               ,67494431
200908021W,HB-02-2426E    ,HILLTOP CONTRACTOR PTE LTD                                                                          ,161 KAKI BUKIT AVE 1 # - SHUN LI INDUSTRIAL PARK,416015,3333@HILLTOP.COM.SG                               ,63922401
30701200W ,HB-02-2428C    ,SHING SOON ALUMINIUM CO                                                                             ,8 MARSILING DRIVE # 02-20 HDB,730008,SHINGSOON29@YAHOO.COM.SG                          ,62694803
50424600C ,HB-02-2432D    ,N & S TILING & RENOVATION CONTRACTOR                                                                ,445 FAJAR RD # 02-536 ,670445,AHLIN1990@HOTMAIL.COM                             ,90058066
44163900C ,HB-02-2433G    ,EVERLASTING ALUMINIUM WORKS                                                                         ,9012 TAMPINES ST 92 # 01-211 TAMPINES IND PK A,528845,ELASTINGALUMWKS@GMAIL.COM                         ,67856076
52816579L ,HB-02-2434B    ,B M S SERVICES                                                                                      ,3027 UBI RD 1 # 02-118 ,408720,TANBOONSOO@GMAIL.COM                              ,67526282
198502349C,HB-02-2435E    ,CHONG YEW BUILDING MATERIALS & CONSTRUCTION PTE LTD                                                 ,53 Ubi Ave 1 # 05-24 Paya Ubi Industrial Park,408934,CHONGST@SINGNET.COM.SG                            ,62753113
37512600K ,HB-02-2437C    ,HONG KIAT ALUMINIUM & METAL WORKS                                                                   ,9002 TAMPINES ST 93 # 01-20 ,528836,TAN.WEE.KIAT@GMAIL.COM                            ,67863061
200506191N,HB-02-2440A    ,BAO YUAN GEN ALUMINIUM CONSTRUCTION PTE. LTD.                                                       ,10 ADMIRALTY STREET # 05-02 NORTH LINK BUILDING,757695,BAOYUANGEN@SINGNET.COM.SG                         ,64843577
34506400C ,HB-02-2443B    ,L H ALUMINIUM WORKS                                                                                 ,3027 UBI ROAD 1 # 01-108 ,408720,SPARKLINGMOVERS@SINGNET.COM.SG                    ,67431089
52827015W ,HB-02-2695D    ,ACTON DESIGN                                                                                        ,810 GEYLANG ROAD # 02-24 CITY PLAZA,409286,JEFFREY1172@YAHOO.COM.SG                          ,68423177
52539100B ,HB-02-2696G    ,KOON BEE ALUMINIUM CONSTRUCTION                                                                     ,859 TAMPINES AVE 5 # 07-617 ,520859,WILLIAMPUAN@YAHOO.COM.SG                          ,67811438
45220000L ,HB-02-2699H    ,KUANG MOOI RENOVATION CONTRACTOR                                                                    ,48 TOH GUAN RD EAST # 08-115 ENTERPRISE HUB,608586,WKMLSC@SINGNET.COM.SG                             ,64781126
197900061M,HB-02-2701F    ,KIAN FONG ALUMINIUM PTE LTD                                                                         ,4001 ANG MO KIO IND PARK 1 # 01-33 ,569622,KFALUMPL@GMAIL.COM                                ,64567076
51989700E ,HB-02-2703A    ,SONG BROTHERS INTERIOR DECOR                                                                        ,109 BUKIT PURMEI ROAD # 01-135 ,90109,WINNIEJOHN@SINGNET.COM.SG                         ,62768963
52821310E ,HB-02-2704D    ,KIAN YEE RENOVATION CONTRACTOR                                                                      ,265b punggol way # 05-336 ,822265,KIANYEERENO@GMAIL.COM                             ,96346839
50555300K ,HB-02-2708H    ,NEW WAY DESIGN & RENOVATION                                                                         ,3027 UBI ROAD 1 # 01-122 ,408720,SAMCHENG2008@YAHOO.COM                            ,67430503
199201650W,HB-02-2709C    ,TECHNOLOGICAL CONSTRUCTION CO PTE LTD                                                               ,124 GEYLANG EAST AVE 1 # 07-51 ,380124,KOK_ANNTAN@HOTMAIL.COM                            ,65813109
40827800E ,HB-02-2884D    ,TAN LAI TRADING                                                                                     ,1030 EUNOS AVE 6 # 01-50 ,409625,TANLAITRADING@GMAIL.COM                           ,63844735
52860114L ,HB-02-2888H    ,GIM WEE RENOVATION CONTRACTOR                                                                       ,153 BUKIT BATOK ST 11 # 04-298 ,650153,BERNARD_QBG@YAHOO.COM.SG                          ,65632406
52549200C ,HB-02-2889C    ,FIFTH DECOR                                                                                         ,705 UPPER CHANGI ROAD EAST # - ,486835,FIFTH_DECOR@YAHOO.COM.SG                          ,64420423
52818212M ,HB-02-2890F    ,KIAT SIANG BUILDING CONTRACTOR                                                                      ,163 Ang Mo Kio Avenue 4 # 01-470 ,560163,BERNARDSIM71@YAHOO.COM.SG                         ,68541213
199907178C,HB-02-2891Z    ,EXCELTEC PROJECTS AND CONSULTANCY PTE. LTD.                                                         ,2 JURONG EAST ST 21 # 05-07 IMM BUILDING,609601,KHS@EXCELTEC.COM.SG                               ,65669098
39814800K ,HB-02-2892A    ,LIM PENG HUAT RENOVATION CONTRACTOR                                                                 ,59 NEW UPP CHANGI RD # 01-1252 ,461059,REITESAN@YAHOO.COM.SG                             ,63163686
200102730N,HB-02-2893D    ,LCK DESIGN & RENOVATION PTE LTD                                                                     ,1035 EUNOS AVE 5 # 01-47 ,409744,MAICADOR@YMAIL.COM                                ,67478393
199505818Z,HB-02-2896E    ,DECORMARK CONTRACTS PTE LTD                                                                         ,280 Woodlands Industrial Park E5 # 03-25 Harvest @ Woodlands,757322,ENQUIRY@DECORMARK.COM.SG                          ,65615055
52810551E ,HB-02-2899F    ,NTR TRADING & RENOVATION                                                                            ,910 Jurong West St 91 # 04-267 ,640910,NTR_RENOVATION@YAHOO.COM.SG                       ,67931680
52846210E ,HB-02-3076C    ,EIRADO DESIGN & DECO                                                                                ,26 Sin Ming Lane # 01-119 Mid View City,573971,EIRADODESIGN@LIVE.COM                             ,62803146
